count,n,ngram,label_1,label_2,label_3
89,3,d) t1,,,
89,1,binucleate,,,
89,3,histology image,,,
178,5,limited to the,,,
72,9,disease in the perforated eye,,,
89,3,the patchy,,,
72,9,primary squamous cell carcinoma of,,,
178,5,follow-up for,,,
178,5,in two patients,,,
89,3,caudate nuclei,,,
89,3,oral view,,,
132,7,and histopathological features of,,,
72,9,"in axial, coronal, and sagittal",,,
89,1,purkinje,,,
178,5,the duodenal bulb,,,
178,5,region and the,,,
178,5,operative image of,,,
178,5,h&e) and,,,
88,3,switching to,,,
178,5,interstitial fibrosis and,,,
88,3,in tumoral,,,
178,5,arrow shows a,,,
132,7,in the left inferior,,,
178,5,chest ct image,,,
88,3,ovary and,,,
88,3,excised left,,,
132,7,of the right parietal,,,
88,3,tooth-like,,,
178,5,of the surgically,,,
132,7,f) case 3: acute,,,
132,7,right parietal region.  axial,,,
132,7,"region, left thalamus and",,,
178,5,provided in the,,,
132,7,of the right cia,,,
132,7,a 39-year-old,,,
178,5,stain positive for,,,
178,5,of all three,,,
88,3,oct-a,,,
178,5,to the aortic,,,
88,1,myofibrillar,,,
88,3,forearm with,,,
88,3,probands with,,,
132,7,three patients at different,,,
88,3,the heterotopic,,,
132,7,and right parietal region,,,
132,7,in the proband and,,,
178,5,and dilatation of,,,
88,1,biggest,,,
88,3,deep anterior,,,
178,5,enhanced in the,,,
132,7,recovery image.  (p-r,,,
178,5,the left circumflex,,,
132,7,of the posterior cerebral,,,
132,7,of the posterior fossa,,,
88,3,form case,,,
178,5,power view shows,,,
88,3,out by,,,
178,5,and along the,,,
178,5,t1-weighted gadolinium,,,
132,7,"e,f) case 3",,,
132,7,corona radiata and subcortical,,,
88,1,replanted,,,
178,5,a mass of,,,
88,3,outcome of,,,
88,3,early enhancement,,,
178,5,the scale bar,,,
88,3,bilateral pedicle,,,
132,7,four-chamber view showing,,,
88,3,images (case,,,
88,3,a) three,,,
88,3,oval or,,,
88,3,decreased blood,,,
178,5,intensity at the,,,
88,3,post-corticosteroid,,,
88,3,any significant,,,
88,3,compromise of,,,
88,3,the cochlear,,,
178,5,at the edge,,,
88,3,foramina of,,,
132,7,the posterior limb of,,,
88,1,spinopelvic,,,
132,7,n) case 7: left,,,
178,5,multiple enlarged lymph,,,
178,5,imaging of patient,,,
178,5,inflammatory infiltrate with,,,
88,3,monitoring after,,,
88,3,were mostly,,,
88,3,treatment using,,,
132,7,of a 67-year,,,
88,3,showing superior,,,
178,5,lesion composed of,,,
178,5,of the peritoneal,,,
132,7,case 9: chronic infarcts,,,
178,5,seen around the,,,
178,5,radiotracer uptake in,,,
72,9,of patient b at the,,,
88,3,position shows,,,
132,7,case 2: acute infarct,,,
88,3,inferred from,,,
178,5,tumor cells was,,,
132,7,case 3: acute infarct,,,
178,5,and the lateral,,,
88,3,infiltrate at,,,
88,3,eye taken,,,
132,7,case 4: acute infarct,,,
178,5,high-resolution ct,,,
178,5,images at different,,,
178,5,discoloration of the,,,
132,7,case 5: acute infarct,,,
178,5,fdg) positron emission,,,
88,3,connected by,,,
178,5,axial image shows,,,
88,3,pancreatitis and,,,
132,7,case 6: acute infarct,,,
132,7,11: chronic infarct of,,,
132,7,case 7: left thalamic,,,
178,5,the ventral side,,,
88,3,panel is,,,
88,3,extremity showing,,,
88,3,s) and,,,
88,3,extremity with,,,
178,5,periapical radiograph of,,,
88,3,for liver,,,
178,5,showing a significant,,,
88,3,large ped,,,
88,3,s-eye,,,
80,9,clinical features.  photos published with,,,
88,3,exudates in,,,
178,5,the entire right,,,
72,9,hdl-c recover concomitantly during,,,
88,3,are predominantly,,,
88,3,large defect,,,
178,5,a tumor in,,,
88,3,constriction of,,,
88,3,were co,,,
178,5,performed 3 months,,,
88,3,regimens and,,,
132,7,case 8: chronic lacunar,,,
178,5,at the fracture,,,
132,7,articular surface of the,,,
178,5,and immunohistochemistry (ihc,,,
88,3,trend during,,,
88,3,polyps in,,,
132,7,as labelled.  primary tumor,,,
132,7,labelled.  primary tumor was,,,
88,3,the interpolar,,,
178,5,mutation in exon,,,
88,3,parenchyma.  the,,,
88,3,polymorphous corneal,,,
178,5,of patient showing,,,
178,5,of patient b,,,
132,7,of bone marrow aspirate,,,
178,5,in the sphenoid,,,
179,5,showing a lesion,,,
179,5,upper outer quadrant,,,
88,3,the intense,,,
132,7,"cerebral artery region, left",,,
88,3,specimen form,,,
63,9,tumor or metastasis size by,,,
132,7,cervical and thoracic spinal,,,
88,1,paramagnetic,,,
88,3,region were,,,
179,5,small and large,,,
179,5,x-ray film,,,
180,5,are depicted in,,,
180,5,on dwi and,,,
180,5,a soft-tissue,,,
180,5,tomography of chest,,,
88,3,muscles were,,,
88,3,treatment.  in,,,
88,3,lower cervical,,,
180,5,on the top,,,
132,7,are from patient 2,,,
180,5,are shown at,,,
180,5,sutured to the,,,
180,5,enhanced chest computed,,,
88,3,apparent at,,,
132,7,2 prostate and liver,,,
59,5,d) immunohistochemical staining,,,
88,3,bevacizumab and,,,
180,5,old female presented,,,
180,5,the second portion,,,
132,7,cells are diffusely positive,,,
180,5,the left corona,,,
72,9,imaging before and after osimertinib,,,
88,3,"p110delta, cd3",,,
88,3,monotonous population,,,
180,5,biopsy showing a,,,
132,7,"i,j) case 5",,,
132,7,cells were diffusely positive,,,
180,5,in association with,,,
88,3,removal.  the,,,
88,3,the hyperechoic,,,
88,3,and connective,,,
180,5,x-axis shows,,,
180,5,a) pre-operative,,,
88,3,iliac spine,,,
180,5,and signs of,,,
180,5,of the ring,,,
180,5,reduced in size,,,
180,5,information of the,,,
180,5,of the ellipsoid,,,
88,1,incorporating,,,
88,3,spine demonstrates,,,
72,9,"in direction-coded, here dark",,,
132,7,lacunar infarcts in bilateral,,,
88,3,rupture with,,,
180,5,of the polyp,,,
180,5,doses of pulse,,,
88,3,rv = right,,,
88,3,"later, after",,,
132,7,case 1: acute infarct,,,
180,5,left common femoral,,,
88,3,cells.  original,,,
88,3,wall without,,,
132,7,case 11: chronic infarct,,,
88,3,mutations were,,,
88,3,extensive infiltration,,,
180,5,ct images in,,,
88,3,system is,,,
132,7,left frontal subcortical region,,,
132,7,head.  (o) case 8,,,
88,3,ii of,,,
180,5,2 years and,,,
180,5,at 9 months,,,
180,5,vein to the,,,
132,7,the branches of the,,,
132,7,o) case 8: chronic,,,
180,5,admitted to the,,,
88,3,for p110delta,,,
180,5,of pulse iv,,,
180,5,tissue samples from,,,
132,7,by computed tomography (ct,,,
88,3,infarction focuses,,,
132,7,left eye showing a,,,
180,5,with the use,,,
132,7,x-ray and chest,,,
180,5,and enlargement of,,,
180,5,brain with contrast,,,
132,7,adjacent white matter.  (k,,,
72,9,eye and lacrimal disease in,,,
180,5,showing a tumor,,,
180,5,pathological presentation of,,,
88,3,condition and,,,
88,3,appendix and,,,
88,3,brain.  (i,,,
88,3,transplantation in,,,
132,7,brain mri images of,,,
180,5,into the posterior,,,
180,5,results for the,,,
180,5,showed a small,,,
88,3,the icu,,,
75,3,extraoral photograph,oral_photograph,,
91,5,timeline of events,,,
180,5,stained with anti,,,
180,5,and right ventricular,,,
88,3,between left,,,
180,5,signs of recurrence,,,
180,5,clinical features after,,,
132,7,"brain.  (a,b) case",,,
88,3,appendix was,,,
132,7,brain.  (p) case 9,,,
88,3,limb was,,,
88,3,three novel,,,
88,3,from rostral,,,
132,7,h) case 4: acute,,,
180,5,a dog with,,,
88,3,to deep,,,
88,1,modeled,,,
88,1,circulatory,,,
180,5,after treatment of,,,
88,1,ppm,,,
88,3,subluxation and,,,
180,5,ct) imaging before,,,
88,3,to exclude,,,
88,3,showing free,,,
88,3,boundary of,,,
180,5,"tomography; mri, magnetic",,,
180,5,of left upper,,,
88,3,steroid and,,,
180,5,a) case 1,,,
59,5,"e stain, 400x",,,
180,5,features after two,,,
132,7,acute infarct in right,,,
132,7,thalamus and lacunar infarcts,,,
132,7,thalamic hemorrhage.  non-contrast,,,
180,5,final follow-up,,,
88,3,of umbilical,,,
88,3,of ulnar,,,
180,5,cells (black arrow,,,
180,5,division of the,,,
132,7,case 10: chronic infarcts,,,
180,5,indicated by white,,,
180,5,the existence of,,,
180,5,prednisolone in case,,,
180,5,effects of the,,,
132,7,at 4 months after,,,
180,5,and the corresponding,,,
88,3,endplate of,,,
180,5,recovery (flair) images,,,
72,9,presented with right-leg dvt,,,
180,5,staining of bone,,,
180,5,aberrant right subclavian,,,
132,7,left corona radiata.  (m,,,
180,5,"tomography (ct), and",,,
180,5,reactive protein (crp,,,
88,3,sternum and,,,
132,7,1: acute infarct in,,,
88,3,bowel is,,,
88,3,"cm, which",,,
88,3,to pass,,,
88,3,on-treatment,,,
180,5,almost the entire,,,
88,3,boxes indicate,,,
72,9,refractory uveitis was controlled after,,,
180,5,postoperative t1-weighted,,,
180,5,iv methyl prednisolone,,,
180,5,lymph node of,,,
180,5,original magnification 200x,,,
88,3,restriction within,,,
88,3,to skeletal,,,
88,3,"immunohistochemistry, the",,,
180,5,the proband is,,,
88,3,to standard,,,
132,7,parietal region.  axial t2,,,
132,7,5: acute infarct in,,,
180,5,of biopsy samples,,,
132,7,"of brain.  (a,b",,,
132,7,frontal subcortical region.  (r,,,
132,7,image with fat saturation,,,
132,7,and coronal contrast-enhanced,,,
180,5,lesion along the,,,
88,3,a membranous,,,
180,5,images on admission,,,
88,3,to increased,,,
132,7,of head.  (o) case,,,
180,5,t2 magnetic resonance,,,
132,7,is surrounded by a,,,
88,3,and skull,,,
132,7,of brain.  (p) case,,,
132,7,the right lower limb,,,
88,3,improved the,,,
88,3,power h,,,
88,3,was predominantly,,,
180,5,with destruction of,,,
88,3,was possible,,,
88,3,steps in,,,
180,5,methyl prednisolone in,,,
180,5,ct on the,,,
88,3,in superficial,,,
180,5,a 73-year,,,
88,3,a previously,,,
180,5,pulse iv methyl,,,
180,5,spinal canal stenosis,,,
132,7,"g,h) case 4",,,
132,7,stained as labelled.  primary,,,
88,3,in cerebrospinal,,,
88,3,d) post,,,
88,3,bone cyst,,,
88,3,revealed marked,,,
88,3,2% at,,,
88,3,enlarged lateral,,,
132,7,image.  (p-r) axial,,,
180,5,appeared in the,,,
88,3,striatal abnormalities,,,
88,3,clonal variants,,,
132,7,inversion recovery image.  (p,,,
132,7,are noted in the,,,
88,3,right (r,,,
88,3,nphp3 mrna,,,
180,5,nuclear pleomorphism and,,,
72,9,no response and hesitations in,,,
88,3,in lamina,,,
132,7,images of brain.  (a,,,
180,5,image of patient,,,
181,5,anterior cruciate ligament,,,
88,3,stomach (white,,,
181,5,indicated by arrow,,,
132,7,images of brain.  (p,,,
88,3,the displacement,,,
132,7,primary tumor was a,,,
132,7,from patient 2 prostate,,,
132,7,middle part of the,,,
88,3,without iv,,,
88,3,in epithelial,,,
181,5,the subarachnoid space,,,
132,7,ganglia and right parietal,,,
181,5,refers to the,,,
181,5,retinal pigment epithelial,,,
88,3,lobe.  there,,,
88,3,bone showing,,,
181,5,with a 3,,,
88,3,noticed in,,,
182,5,axial brain mri,,,
132,7,10: chronic infarcts in,,,
182,5,computed tomography reveals,,,
182,5,multiple cystic lesions,,,
182,5,the anterior surface,,,
72,9,medial aspect of the right,,,
88,1,enterocutaneous,,,
132,7,above and below the,,,
88,3,tissues.  the,,,
132,7,chronic infarct of left,,,
132,7,"k,l) case 6",,,
182,5,evidence of recurrence,,,
132,7,chronic lacunar infarcts in,,,
88,3,study on,,,
182,5,the first time,,,
182,5,7-year-old,,,
88,3,localization and,,,
88,3,showing elevated,,,
182,5,right parotid gland,,,
182,5,a rim of,,,
88,3,and resulting,,,
132,7,ki-67 labeling index,,,
88,3,while infarction,,,
88,3,mass near,,,
88,3,in myxoid,,,
182,5,elevation in the,,,
182,5,and immunohistochemical analysis,,,
94,3,histopathological picture,pathology,,
88,3,and removed,,,
88,3,a pleomorphic,,,
88,3,necrosis (arrow,,,
132,7,l) case 6: acute,,,
132,7,"artery region, left thalamus",,,
88,3,revascularization of,,,
182,5,small foci of,,,
132,7,superior vena cava and,,,
88,3,showing coronary,,,
88,3,d) lateral,,,
182,5,sagittal image of,,,
132,7,microscopic view of the,,,
88,3,in lumbar,,,
132,7,just distal to the,,,
182,5,with that of,,,
88,3,studies showed,,,
88,3,87-year,,,
88,3,on nphp3,,,
182,5,showed a tumor,,,
182,5,1 day after,,,
132,7,6: acute infarct in,,,
88,3,right jugular,,,
182,5,b) follow-up,,,
88,3,with neuroendocrine,,,
88,1,effectively,,,
88,3,surgery are,,,
182,5,weighted image at,,,
182,5,imaging features of,,,
88,3,effect upon,,,
182,5,there was an,,,
182,5,emission tomography/ct,,,
182,5,67 proliferation index,,,
132,7,posterior cerebral artery region,,,
182,5,in the three,,,
182,5,caused by a,,,
132,7,"ganglia, right corona radiata",,,
182,5,old male child,,,
88,3,foveal thickness,,,
88,3,brain.  (c,,,
182,5,radiological and histopathological,,,
132,7,ganglia).  (q) case 10,,,
182,5,was attached to,,,
132,7,j) case 5: acute,,,
132,7,p) case 9: chronic,,,
132,7,subcortical region.  (r) case,,,
182,5,tissue on the,,,
88,3,thickening involving,,,
182,5,in the duodenum,,,
182,5,tumor was located,,,
88,3,imaging depicting,,,
88,3,angiogram performed,,,
182,5,in the entire,,,
90,9,abdomen and pelvis with iv,,,
88,3,compared by,,,
88,3,fracture after,,,
88,3,right testicular,,,
88,3,or magnetic,,,
182,5,in the text,,,
132,7,p-r) axial t2,,,
182,5,are indicated in,,,
182,5,from the level,,,
133,7,examinations of the patient,,,
88,3,brain show,,,
88,3,or recurrent,,,
88,3,stain) the,,,
133,7,in the late phase,,,
133,7,the anterior cerebral artery,,,
88,3,was incubated,,,
88,3,posterior margin,,,
182,5,foreign body giant,,,
88,3,orifice was,,,
133,7,histological and immunohistochemical features,,,
182,5,in the corresponding,,,
88,3,surgery.  no,,,
134,7,enhanced computed tomography (cect,,,
88,3,molecular characterization,,,
134,7,was considered to be,,,
182,5,lesion was observed,,,
182,5,significant improvement in,,,
88,3,rise in,,,
88,3,brain.  (g,,,
88,1,myogenin,,,
88,1,nesting,,,
134,7,12 months after the,,,
88,3,a widened,,,
182,5,of lung tissue,,,
134,7,complete exclusion of the,,,
134,7,the tumor is composed,,,
134,7,the articular surface of,,,
88,3,limbs with,,,
182,5,in the cerebellar,,,
88,3,resection.  the,,,
88,3,chambers view,,,
182,5,the left pleural,,,
134,7,and size of the,,,
183,5,small cell carcinoma,,,
183,5,and postoperative mri,,,
134,7,view of computed tomography,,,
183,5,4. 0 cm,,,
92,5,from the skin,,,
88,3,gallbladder is,,,
88,3,brain.  (e,,,
134,7,performed during acute attack,,,
183,5,after 6 cycles,,,
88,3,edema after,,,
88,3,the trunks,,,
88,3,gallbladder was,,,
88,3,completely resected,,,
183,5,ct image demonstrating,,,
183,5,of the forearm,,,
88,3,change after,,,
72,9,involvement in ssc-ild and,,,
183,5,poorly differentiated carcinoma,,,
183,5,"h&e, 20x",,,
92,5,clinical picture showing,,,
134,7,lesions on the left,,,
183,5,18f-fdg uptake,,,
134,7,two months after the,,,
88,3,nasal and,,,
88,1,sulfate,,,
88,1,sulfur,,,
134,7,clinical presentation of the,,,
184,5,cd4+ and cd8,,,
184,5,like giant cells,,,
134,7,cd4+ and cd8+ t,,,
88,3,were subjected,,,
88,3,left suprarenal,,,
184,5,tomography (ct) revealed,,,
184,5,blood flow to,,,
88,3,showed new,,,
88,3,operation for,,,
88,3,black triangle,,,
88,3,and ventrodorsal,,,
88,1,operations,,,
88,3,loculated pleural,,,
88,3,left dorsal,,,
88,3,stalk is,,,
134,7,ct images showing a,,,
184,5,of the remaining,,,
134,7,after the initial surgery,,,
88,3,a shallow,,,
184,5,shows the time,,,
88,3,coils were,,,
184,5,observed from the,,,
88,3,block in,,,
184,5,the lateral side,,,
134,7,macroscopic findings of the,,,
88,3,"onset, the",,,
184,5,a 47-year,,,
88,1,oblong,,,
134,7,findings in the right,,,
88,3,weakness and,,,
184,5,a 15-year,,,
88,3,emphysema of,,,
184,5,with three-dimensional,,,
184,5,plane at the,,,
184,5,18f-fdg-pet,,,
184,5,metabolic activity in,,,
134,7,64-year-old male,,,
184,5,enhancement along the,,,
184,5,in a myxoid,,,
134,7,chest x-ray shows,,,
88,3,toenails on,,,
72,9,of the right external iliac,,,
134,7,subretinal fluid in the,,,
184,5,with a prominent,,,
134,7,the enlargement of the,,,
134,7,thickening of the left,,,
184,5,and axial ct,,,
184,5,ultrasound image showing,,,
88,3,showed features,,,
88,3,fractures in,,,
134,7,of the left proximal,,,
134,7,a 23-year-old,,,
184,5,covered with a,,,
184,5,patient on the,,,
88,3,were probed,,,
88,3,angiogram image,,,
134,7,magnetic resonance t2-weighted,,,
184,5,from the tumor,,,
88,3,the correlation,,,
88,3,fusion in,,,
184,5,hypoechoic mass with,,,
134,7,a thin layer of,,,
58,5,ki-67 staining,,,
88,3,chest obtained,,,
88,3,showed lung,,,
88,3,colon is,,,
184,5,right ventricle and,,,
88,3,colon to,,,
184,5,marked reduction in,,,
88,3,chest from,,,
184,5,serum levels of,,,
184,5,ct image in,,,
184,5,ct chest with,,,
134,7,for thyroid transcription factor,,,
134,7,right lower lobe of,,,
88,3,elevated optic,,,
72,9,lobe of the liver with,,,
88,3,fusion at,,,
184,5,tomography scan and,,,
134,7,a small number of,,,
134,7,"ganglia, left corona radiata",,,
88,3,the potential,,,
134,7,x-ray at the,,,
184,5,x 1. 0,,,
88,3,multilobulated soft,,,
184,5,3. 7 cm,,,
88,3,record of,,,
184,5,months before the,,,
184,5,white arrow head,,,
134,7,right upper lobe with,,,
88,3,cornea is,,,
184,5,staining positive for,,,
88,3,features on,,,
88,3,sequencing showed,,,
134,7,lateral border of the,,,
88,1,shunts,,,
88,3,pulmonary mass,,,
184,5,of the postoperative,,,
88,3,carotid and,,,
184,5,x 3. 0,,,
184,5,by computed tomography,,,
88,1,kossa,,,
88,3,with systemic,,,
88,5,woman with abdominal,,,
184,5,pain in the,,,
184,5,particularly in the,,,
88,3,at c1,,,
135,7,axial t2-weighted sequences,,,
88,3,c) magnetic,,,
88,3,fluid after,,,
88,3,no bony,,,
135,7,axial ct images of,,,
88,3,cause savi,,,
184,5,frontal and temporal,,,
88,3,male (case,,,
88,3,multiple mediastinal,,,
88,3,follicles are,,,
88,3,lesion covered,,,
88,3,"ventricle, with",,,
88,3,the qt,,,
88,3,admission demonstrates,,,
